,Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free Sulfur Dioxide,Total Sulfur Dioxide,Density,Ph,Sulphates,Alcohol,Quality
1324,6.7 g/L,0.46 g/L,0.24 g/L,1.7 g/L,0.077 g/L,18.0 mg/L SO2,34.0 mg/L SO2,0.9948 g/cm³,pH 3.39,0.6 g/L,10.6% vol,Score: 6
1325,6.7 g/L,0.46 g/L,0.24 g/L,1.7 g/L,0.077 g/L,18.0 mg/L SO2,34.0 mg/L SO2,0.9948 g/cm³,pH 3.39,0.6 g/L,10.6% vol,Score: 6
1326,6.7 g/L,0.46 g/L,0.24 g/L,1.7 g/L,0.077 g/L,18.0 mg/L SO2,34.0 mg/L SO2,0.9948 g/cm³,pH 3.39,0.6 g/L,10.6% vol,Score: 6
1327,6.7 g/L,0.46 g/L,0.24 g/L,1.7 g/L,0.077 g/L,18.0 mg/L SO2,34.0 mg/L SO2,0.9948 g/cm³,pH 3.39,0.6 g/L,10.6% vol,Score: 6
1328,6.5 g/L,0.52 g/L,0.11 g/L,1.8 g/L,0.073 g/L,13.0 mg/L SO2,38.0 mg/L SO2,0.9955 g/cm³,pH 3.34,0.52 g/L,9.3% vol,Score: 5
1329,7.4 g/L,0.6 g/L,0.26 g/L,2.1 g/L,0.083 g/L,17.0 mg/L SO2,91.0 mg/L SO2,0.99616 g/cm³,pH 3.29,0.56 g/L,9.8% vol,Score: 6
1330,7.4 g/L,0.6 g/L,0.26 g/L,2.1 g/L,0.083 g/L,17.0 mg/L SO2,91.0 mg/L SO2,0.99616 g/cm³,pH 3.29,0.56 g/L,9.8% vol,Score: 6
1331,7.8 g/L,0.87 g/L,0.26 g/L,3.8 g/L,0.107 g/L,31.0 mg/L SO2,67.0 mg/L SO2,0.99668 g/cm³,pH 3.26,0.46 g/L,9.2% vol,Score: 5
1332,8.4 g/L,0.39 g/L,0.1 g/L,1.7 g/L,0.075 g/L,6.0 mg/L SO2,25.0 mg/L SO2,0.99581 g/cm³,pH 3.09,0.43 g/L,9.7% vol,Score: 6
1333,9.1 g/L,0.775 g/L,0.22 g/L,2.2 g/L,0.079 g/L,12.0 mg/L SO2,48.0 mg/L SO2,0.9976 g/cm³,pH 3.18,0.51 g/L,9.6% vol,Score: 5
1334,7.2 g/L,0.835 g/L,0.0 g/L,2.0 g/L,0.166 g/L,4.0 mg/L SO2,11.0 mg/L SO2,0.99608 g/cm³,pH 3.39,0.52 g/L,10.0% vol,Score: 5
1335,6.6 g/L,0.58 g/L,0.02 g/L,2.4 g/L,0.069 g/L,19.0 mg/L SO2,40.0 mg/L SO2,0.99387 g/cm³,pH 3.38,0.66 g/L,12.6% vol,Score: 6
1336,6.0 g/L,0.5 g/L,0.0 g/L,1.4 g/L,0.057 g/L,15.0 mg/L SO2,26.0 mg/L SO2,0.99448 g/cm³,pH 3.36,0.45 g/L,9.5% vol,Score: 5
1337,6.0 g/L,0.5 g/L,0.0 g/L,1.4 g/L,0.057 g/L,15.0 mg/L SO2,26.0 mg/L SO2,0.99448 g/cm³,pH 3.36,0.45 g/L,9.5% vol,Score: 5
1338,6.0 g/L,0.5 g/L,0.0 g/L,1.4 g/L,0.057 g/L,15.0 mg/L SO2,26.0 mg/L SO2,0.99448 g/cm³,pH 3.36,0.45 g/L,9.5% vol,Score: 5
1339,7.5 g/L,0.51 g/L,0.02 g/L,1.7 g/L,0.084 g/L,13.0 mg/L SO2,31.0 mg/L SO2,0.99538 g/cm³,pH 3.36,0.54 g/L,10.5% vol,Score: 6
1340,7.5 g/L,0.51 g/L,0.02 g/L,1.7 g/L,0.084 g/L,13.0 mg/L SO2,31.0 mg/L SO2,0.99538 g/cm³,pH 3.36,0.54 g/L,10.5% vol,Score: 6
1341,7.5 g/L,0.51 g/L,0.02 g/L,1.7 g/L,0.084 g/L,13.0 mg/L SO2,31.0 mg/L SO2,0.99538 g/cm³,pH 3.36,0.54 g/L,10.5% vol,Score: 6
1342,7.6 g/L,0.54 g/L,0.02 g/L,1.7 g/L,0.085 g/L,17.0 mg/L SO2,31.0 mg/L SO2,0.99589 g/cm³,pH 3.37,0.51 g/L,10.4% vol,Score: 6
1343,7.5 g/L,0.51 g/L,0.02 g/L,1.7 g/L,0.084 g/L,13.0 mg/L SO2,31.0 mg/L SO2,0.99538 g/cm³,pH 3.36,0.54 g/L,10.5% vol,Score: 6
1344,11.5 g/L,0.42 g/L,0.48 g/L,2.6 g/L,0.077 g/L,8.0 mg/L SO2,20.0 mg/L SO2,0.99852 g/cm³,pH 3.09,0.53 g/L,11.0% vol,Score: 5
1345,8.2 g/L,0.44 g/L,0.24 g/L,2.3 g/L,0.063 g/L,10.0 mg/L SO2,28.0 mg/L SO2,0.99613 g/cm³,pH 3.25,0.53 g/L,10.2% vol,Score: 6
1346,6.1 g/L,0.59 g/L,0.01 g/L,2.1 g/L,0.056 g/L,5.0 mg/L SO2,13.0 mg/L SO2,0.99472 g/cm³,pH 3.52,0.56 g/L,11.4% vol,Score: 5
1347,7.2 g/L,0.655 g/L,0.03 g/L,1.8 g/L,0.078 g/L,7.0 mg/L SO2,12.0 mg/L SO2,0.99587 g/cm³,pH 3.34,0.39 g/L,9.5% vol,Score: 5
1348,7.2 g/L,0.655 g/L,0.03 g/L,1.8 g/L,0.078 g/L,7.0 mg/L SO2,12.0 mg/L SO2,0.99587 g/cm³,pH 3.34,0.39 g/L,9.5% vol,Score: 5
1349,6.9 g/L,0.57 g/L,0.0 g/L,2.8 g/L,0.081 g/L,21.0 mg/L SO2,41.0 mg/L SO2,0.99518 g/cm³,pH 3.41,0.52 g/L,10.8% vol,Score: 5
1350,9.0 g/L,0.6 g/L,0.29 g/L,2.0 g/L,0.069 g/L,32.0 mg/L SO2,73.0 mg/L SO2,0.99654 g/cm³,pH 3.34,0.57 g/L,10.0% vol,Score: 5
1351,7.2 g/L,0.62 g/L,0.01 g/L,2.3 g/L,0.065 g/L,8.0 mg/L SO2,46.0 mg/L SO2,0.99332 g/cm³,pH 3.32,0.51 g/L,11.8% vol,Score: 6
1352,7.6 g/L,0.645 g/L,0.03 g/L,1.9 g/L,0.086 g/L,14.0 mg/L SO2,57.0 mg/L SO2,0.9969 g/cm³,pH 3.37,0.46 g/L,10.3% vol,Score: 5
1353,7.6 g/L,0.645 g/L,0.03 g/L,1.9 g/L,0.086 g/L,14.0 mg/L SO2,57.0 mg/L SO2,0.9969 g/cm³,pH 3.37,0.46 g/L,10.3% vol,Score: 5
1354,7.2 g/L,0.58 g/L,0.03 g/L,2.3 g/L,0.077 g/L,7.0 mg/L SO2,28.0 mg/L SO2,0.99568 g/cm³,pH 3.35,0.52 g/L,10.0% vol,Score: 5
1355,6.1 g/L,0.32 g/L,0.25 g/L,1.8 g/L,0.086 g/L,5.0 mg/L SO2,32.0 mg/L SO2,0.99464 g/cm³,pH 3.36,0.44 g/L,10.1% vol,Score: 5
1356,6.1 g/L,0.34 g/L,0.25 g/L,1.8 g/L,0.084 g/L,4.0 mg/L SO2,28.0 mg/L SO2,0.99464 g/cm³,pH 3.36,0.44 g/L,10.1% vol,Score: 5
1357,7.3 g/L,0.43 g/L,0.24 g/L,2.5 g/L,0.078 g/L,27.0 mg/L SO2,67.0 mg/L SO2,0.99648 g/cm³,pH 3.6,0.59 g/L,11.1% vol,Score: 6
1358,7.4 g/L,0.64 g/L,0.17 g/L,5.4 g/L,0.168 g/L,52.0 mg/L SO2,98.0 mg/L SO2,0.99736 g/cm³,pH 3.28,0.5 g/L,9.5% vol,Score: 5
1359,11.6 g/L,0.475 g/L,0.4 g/L,1.4 g/L,0.091 g/L,6.0 mg/L SO2,28.0 mg/L SO2,0.99704 g/cm³,pH 3.07,0.65 g/L,10.0333333333333% vol,Score: 6
1360,9.2 g/L,0.54 g/L,0.31 g/L,2.3 g/L,0.112 g/L,11.0 mg/L SO2,38.0 mg/L SO2,0.99699 g/cm³,pH 3.24,0.56 g/L,10.9% vol,Score: 5
1361,8.3 g/L,0.85 g/L,0.14 g/L,2.5 g/L,0.093 g/L,13.0 mg/L SO2,54.0 mg/L SO2,0.99724 g/cm³,pH 3.36,0.54 g/L,10.1% vol,Score: 5
1362,11.6 g/L,0.475 g/L,0.4 g/L,1.4 g/L,0.091 g/L,6.0 mg/L SO2,28.0 mg/L SO2,0.99704 g/cm³,pH 3.07,0.65 g/L,10.0333333333333% vol,Score: 6
1363,8.0 g/L,0.83 g/L,0.27 g/L,2.0 g/L,0.08 g/L,11.0 mg/L SO2,63.0 mg/L SO2,0.99652 g/cm³,pH 3.29,0.48 g/L,9.8% vol,Score: 4
1364,7.2 g/L,0.605 g/L,0.02 g/L,1.9 g/L,0.096 g/L,10.0 mg/L SO2,31.0 mg/L SO2,0.995 g/cm³,pH 3.46,0.53 g/L,11.8% vol,Score: 6
1365,7.8 g/L,0.5 g/L,0.09 g/L,2.2 g/L,0.115 g/L,10.0 mg/L SO2,42.0 mg/L SO2,0.9971 g/cm³,pH 3.18,0.62 g/L,9.5% vol,Score: 5
1366,7.3 g/L,0.74 g/L,0.08 g/L,1.7 g/L,0.094 g/L,10.0 mg/L SO2,45.0 mg/L SO2,0.99576 g/cm³,pH 3.24,0.5 g/L,9.8% vol,Score: 5
1367,6.9 g/L,0.54 g/L,0.3 g/L,2.2 g/L,0.088 g/L,9.0 mg/L SO2,105.0 mg/L SO2,0.99725 g/cm³,pH 3.25,1.18 g/L,10.5% vol,Score: 6
1368,8.0 g/L,0.77 g/L,0.32 g/L,2.1 g/L,0.079 g/L,16.0 mg/L SO2,74.0 mg/L SO2,0.99656 g/cm³,pH 3.27,0.5 g/L,9.8% vol,Score: 6
1369,6.6 g/L,0.61 g/L,0.0 g/L,1.6 g/L,0.069 g/L,4.0 mg/L SO2,8.0 mg/L SO2,0.99396 g/cm³,pH 3.33,0.37 g/L,10.4% vol,Score: 4
1370,8.7 g/L,0.78 g/L,0.51 g/L,1.7 g/L,0.415 g/L,12.0 mg/L SO2,66.0 mg/L SO2,0.99623 g/cm³,pH 3.0,1.17 g/L,9.2% vol,Score: 5
1371,7.5 g/L,0.58 g/L,0.56 g/L,3.1 g/L,0.153 g/L,5.0 mg/L SO2,14.0 mg/L SO2,0.99476 g/cm³,pH 3.21,1.03 g/L,11.6% vol,Score: 6
1372,8.7 g/L,0.78 g/L,0.51 g/L,1.7 g/L,0.415 g/L,12.0 mg/L SO2,66.0 mg/L SO2,0.99623 g/cm³,pH 3.0,1.17 g/L,9.2% vol,Score: 5
1373,7.7 g/L,0.75 g/L,0.27 g/L,3.8 g/L,0.11 g/L,34.0 mg/L SO2,89.0 mg/L SO2,0.99664 g/cm³,pH 3.24,0.45 g/L,9.3% vol,Score: 5
1374,6.8 g/L,0.815 g/L,0.0 g/L,1.2 g/L,0.267 g/L,16.0 mg/L SO2,29.0 mg/L SO2,0.99471 g/cm³,pH 3.32,0.51 g/L,9.8% vol,Score: 3
1375,7.2 g/L,0.56 g/L,0.26 g/L,2.0 g/L,0.083 g/L,13.0 mg/L SO2,100.0 mg/L SO2,0.99586 g/cm³,pH 3.26,0.52 g/L,9.9% vol,Score: 5
1376,8.2 g/L,0.885 g/L,0.2 g/L,1.4 g/L,0.086 g/L,7.0 mg/L SO2,31.0 mg/L SO2,0.9946 g/cm³,pH 3.11,0.46 g/L,10.0% vol,Score: 5
1377,5.2 g/L,0.49 g/L,0.26 g/L,2.3 g/L,0.09 g/L,23.0 mg/L SO2,74.0 mg/L SO2,0.9953 g/cm³,pH 3.71,0.62 g/L,12.2% vol,Score: 6
1378,7.2 g/L,0.45 g/L,0.15 g/L,2.0 g/L,0.078 g/L,10.0 mg/L SO2,28.0 mg/L SO2,0.99609 g/cm³,pH 3.29,0.51 g/L,9.9% vol,Score: 6
1379,7.5 g/L,0.57 g/L,0.02 g/L,2.6 g/L,0.077 g/L,11.0 mg/L SO2,35.0 mg/L SO2,0.99557 g/cm³,pH 3.36,0.62 g/L,10.8% vol,Score: 6
1380,7.5 g/L,0.57 g/L,0.02 g/L,2.6 g/L,0.077 g/L,11.0 mg/L SO2,35.0 mg/L SO2,0.99557 g/cm³,pH 3.36,0.62 g/L,10.8% vol,Score: 6
1381,6.8 g/L,0.83 g/L,0.09 g/L,1.8 g/L,0.074 g/L,4.0 mg/L SO2,25.0 mg/L SO2,0.99534 g/cm³,pH 3.38,0.45 g/L,9.6% vol,Score: 5
1382,8.0 g/L,0.6 g/L,0.22 g/L,2.1 g/L,0.08 g/L,25.0 mg/L SO2,105.0 mg/L SO2,0.99613 g/cm³,pH 3.3,0.49 g/L,9.9% vol,Score: 5
1383,8.0 g/L,0.6 g/L,0.22 g/L,2.1 g/L,0.08 g/L,25.0 mg/L SO2,105.0 mg/L SO2,0.99613 g/cm³,pH 3.3,0.49 g/L,9.9% vol,Score: 5
1384,7.1 g/L,0.755 g/L,0.15 g/L,1.8 g/L,0.107 g/L,20.0 mg/L SO2,84.0 mg/L SO2,0.99593 g/cm³,pH 3.19,0.5 g/L,9.5% vol,Score: 5
1385,8.0 g/L,0.81 g/L,0.25 g/L,3.4 g/L,0.076 g/L,34.0 mg/L SO2,85.0 mg/L SO2,0.99668 g/cm³,pH 3.19,0.42 g/L,9.2% vol,Score: 5
1386,7.4 g/L,0.64 g/L,0.07 g/L,1.8 g/L,0.1 g/L,8.0 mg/L SO2,23.0 mg/L SO2,0.9961 g/cm³,pH 3.3,0.58 g/L,9.6% vol,Score: 5
1387,7.4 g/L,0.64 g/L,0.07 g/L,1.8 g/L,0.1 g/L,8.0 mg/L SO2,23.0 mg/L SO2,0.9961 g/cm³,pH 3.3,0.58 g/L,9.6% vol,Score: 5
1388,6.6 g/L,0.64 g/L,0.31 g/L,6.1 g/L,0.083 g/L,7.0 mg/L SO2,49.0 mg/L SO2,0.99718 g/cm³,pH 3.35,0.68 g/L,10.3% vol,Score: 5
1389,6.7 g/L,0.48 g/L,0.02 g/L,2.2 g/L,0.08 g/L,36.0 mg/L SO2,111.0 mg/L SO2,0.99524 g/cm³,pH 3.1,0.53 g/L,9.7% vol,Score: 5
1390,6.0 g/L,0.49 g/L,0.0 g/L,2.3 g/L,0.068 g/L,15.0 mg/L SO2,33.0 mg/L SO2,0.99292 g/cm³,pH 3.58,0.59 g/L,12.5% vol,Score: 6
1391,8.0 g/L,0.64 g/L,0.22 g/L,2.4 g/L,0.094 g/L,5.0 mg/L SO2,33.0 mg/L SO2,0.99612 g/cm³,pH 3.37,0.58 g/L,11.0% vol,Score: 5
1392,7.1 g/L,0.62 g/L,0.06 g/L,1.3 g/L,0.07 g/L,5.0 mg/L SO2,12.0 mg/L SO2,0.9942 g/cm³,pH 3.17,0.48 g/L,9.8% vol,Score: 5
1393,8.0 g/L,0.52 g/L,0.25 g/L,2.0 g/L,0.078 g/L,19.0 mg/L SO2,59.0 mg/L SO2,0.99612 g/cm³,pH 3.3,0.48 g/L,10.2% vol,Score: 5
1394,6.4 g/L,0.57 g/L,0.14 g/L,3.9 g/L,0.07 g/L,27.0 mg/L SO2,73.0 mg/L SO2,0.99669 g/cm³,pH 3.32,0.48 g/L,9.2% vol,Score: 5
1395,8.6 g/L,0.685 g/L,0.1 g/L,1.6 g/L,0.092 g/L,3.0 mg/L SO2,12.0 mg/L SO2,0.99745 g/cm³,pH 3.31,0.65 g/L,9.55% vol,Score: 6
1396,8.7 g/L,0.675 g/L,0.1 g/L,1.6 g/L,0.09 g/L,4.0 mg/L SO2,11.0 mg/L SO2,0.99745 g/cm³,pH 3.31,0.65 g/L,9.55% vol,Score: 5
1397,7.3 g/L,0.59 g/L,0.26 g/L,2.0 g/L,0.08 g/L,17.0 mg/L SO2,104.0 mg/L SO2,0.99584 g/cm³,pH 3.28,0.52 g/L,9.9% vol,Score: 5
1398,7.0 g/L,0.6 g/L,0.12 g/L,2.2 g/L,0.083 g/L,13.0 mg/L SO2,28.0 mg/L SO2,0.9966 g/cm³,pH 3.52,0.62 g/L,10.2% vol,Score: 7
1399,7.2 g/L,0.67 g/L,0.0 g/L,2.2 g/L,0.068 g/L,10.0 mg/L SO2,24.0 mg/L SO2,0.9956 g/cm³,pH 3.42,0.72 g/L,11.1% vol,Score: 6
1400,7.9 g/L,0.69 g/L,0.21 g/L,2.1 g/L,0.08 g/L,33.0 mg/L SO2,141.0 mg/L SO2,0.9962 g/cm³,pH 3.25,0.51 g/L,9.9% vol,Score: 5
1401,7.9 g/L,0.69 g/L,0.21 g/L,2.1 g/L,0.08 g/L,33.0 mg/L SO2,141.0 mg/L SO2,0.9962 g/cm³,pH 3.25,0.51 g/L,9.9% vol,Score: 5
1402,7.6 g/L,0.3 g/L,0.42 g/L,2.0 g/L,0.052 g/L,6.0 mg/L SO2,24.0 mg/L SO2,0.9963 g/cm³,pH 3.44,0.82 g/L,11.9% vol,Score: 6
1403,7.2 g/L,0.33 g/L,0.33 g/L,1.7 g/L,0.061 g/L,3.0 mg/L SO2,13.0 mg/L SO2,0.996 g/cm³,pH 3.23,1.1 g/L,10.0% vol,Score: 8
1404,8.0 g/L,0.5 g/L,0.39 g/L,2.6 g/L,0.082 g/L,12.0 mg/L SO2,46.0 mg/L SO2,0.9985 g/cm³,pH 3.43,0.62 g/L,10.7% vol,Score: 6
1405,7.7 g/L,0.28 g/L,0.3 g/L,2.0 g/L,0.062 g/L,18.0 mg/L SO2,34.0 mg/L SO2,0.9952 g/cm³,pH 3.28,0.9 g/L,11.3% vol,Score: 7
1406,8.2 g/L,0.24 g/L,0.34 g/L,5.1 g/L,0.062 g/L,8.0 mg/L SO2,22.0 mg/L SO2,0.9974 g/cm³,pH 3.22,0.94 g/L,10.9% vol,Score: 6
1407,6.0 g/L,0.51 g/L,0.0 g/L,2.1 g/L,0.064 g/L,40.0 mg/L SO2,54.0 mg/L SO2,0.995 g/cm³,pH 3.54,0.93 g/L,10.7% vol,Score: 6
1408,8.1 g/L,0.29 g/L,0.36 g/L,2.2 g/L,0.048 g/L,35.0 mg/L SO2,53.0 mg/L SO2,0.995 g/cm³,pH 3.27,1.01 g/L,12.4% vol,Score: 7
1409,6.0 g/L,0.51 g/L,0.0 g/L,2.1 g/L,0.064 g/L,40.0 mg/L SO2,54.0 mg/L SO2,0.995 g/cm³,pH 3.54,0.93 g/L,10.7% vol,Score: 6
1410,6.6 g/L,0.96 g/L,0.0 g/L,1.8 g/L,0.082 g/L,5.0 mg/L SO2,16.0 mg/L SO2,0.9936 g/cm³,pH 3.5,0.44 g/L,11.9% vol,Score: 6
1411,6.4 g/L,0.47 g/L,0.4 g/L,2.4 g/L,0.071 g/L,8.0 mg/L SO2,19.0 mg/L SO2,0.9963 g/cm³,pH 3.56,0.73 g/L,10.6% vol,Score: 6
1412,8.2 g/L,0.24 g/L,0.34 g/L,5.1 g/L,0.062 g/L,8.0 mg/L SO2,22.0 mg/L SO2,0.9974 g/cm³,pH 3.22,0.94 g/L,10.9% vol,Score: 6
1413,9.9 g/L,0.57 g/L,0.25 g/L,2.0 g/L,0.104 g/L,12.0 mg/L SO2,89.0 mg/L SO2,0.9963 g/cm³,pH 3.04,0.9 g/L,10.1% vol,Score: 5
1414,10.0 g/L,0.32 g/L,0.59 g/L,2.2 g/L,0.077 g/L,3.0 mg/L SO2,15.0 mg/L SO2,0.9994 g/cm³,pH 3.2,0.78 g/L,9.6% vol,Score: 5
1415,6.2 g/L,0.58 g/L,0.0 g/L,1.6 g/L,0.065 g/L,8.0 mg/L SO2,18.0 mg/L SO2,0.9966 g/cm³,pH 3.56,0.84 g/L,9.4% vol,Score: 5
1416,10.0 g/L,0.32 g/L,0.59 g/L,2.2 g/L,0.077 g/L,3.0 mg/L SO2,15.0 mg/L SO2,0.9994 g/cm³,pH 3.2,0.78 g/L,9.6% vol,Score: 5
1417,7.3 g/L,0.34 g/L,0.33 g/L,2.5 g/L,0.064 g/L,21.0 mg/L SO2,37.0 mg/L SO2,0.9952 g/cm³,pH 3.35,0.77 g/L,12.1% vol,Score: 7
1418,7.8 g/L,0.53 g/L,0.01 g/L,1.6 g/L,0.077 g/L,3.0 mg/L SO2,19.0 mg/L SO2,0.995 g/cm³,pH 3.16,0.46 g/L,9.8% vol,Score: 5
1419,7.7 g/L,0.64 g/L,0.21 g/L,2.2 g/L,0.077 g/L,32.0 mg/L SO2,133.0 mg/L SO2,0.9956 g/cm³,pH 3.27,0.45 g/L,9.9% vol,Score: 5
1420,7.8 g/L,0.53 g/L,0.01 g/L,1.6 g/L,0.077 g/L,3.0 mg/L SO2,19.0 mg/L SO2,0.995 g/cm³,pH 3.16,0.46 g/L,9.8% vol,Score: 5
1421,7.5 g/L,0.4 g/L,0.18 g/L,1.6 g/L,0.079 g/L,24.0 mg/L SO2,58.0 mg/L SO2,0.9965 g/cm³,pH 3.34,0.58 g/L,9.4% vol,Score: 5
1422,7.0 g/L,0.54 g/L,0.0 g/L,2.1 g/L,0.079 g/L,39.0 mg/L SO2,55.0 mg/L SO2,0.9956 g/cm³,pH 3.39,0.84 g/L,11.4% vol,Score: 6
1423,6.4 g/L,0.53 g/L,0.09 g/L,3.9 g/L,0.123 g/L,14.0 mg/L SO2,31.0 mg/L SO2,0.9968 g/cm³,pH 3.5,0.67 g/L,11.0% vol,Score: 4
1424,8.3 g/L,0.26 g/L,0.37 g/L,1.4 g/L,0.076 g/L,8.0 mg/L SO2,23.0 mg/L SO2,0.9974 g/cm³,pH 3.26,0.7 g/L,9.6% vol,Score: 6
1425,8.3 g/L,0.26 g/L,0.37 g/L,1.4 g/L,0.076 g/L,8.0 mg/L SO2,23.0 mg/L SO2,0.9974 g/cm³,pH 3.26,0.7 g/L,9.6% vol,Score: 6
1426,7.7 g/L,0.23 g/L,0.37 g/L,1.8 g/L,0.046 g/L,23.0 mg/L SO2,60.0 mg/L SO2,0.9971 g/cm³,pH 3.41,0.71 g/L,12.1% vol,Score: 6
1427,7.6 g/L,0.41 g/L,0.33 g/L,2.5 g/L,0.078 g/L,6.0 mg/L SO2,23.0 mg/L SO2,0.9957 g/cm³,pH 3.3,0.58 g/L,11.2% vol,Score: 5
1428,7.8 g/L,0.64 g/L,0.0 g/L,1.9 g/L,0.072 g/L,27.0 mg/L SO2,55.0 mg/L SO2,0.9962 g/cm³,pH 3.31,0.63 g/L,11.0% vol,Score: 5
1429,7.9 g/L,0.18 g/L,0.4 g/L,2.2 g/L,0.049 g/L,38.0 mg/L SO2,67.0 mg/L SO2,0.996 g/cm³,pH 3.33,0.93 g/L,11.3% vol,Score: 5
1430,7.4 g/L,0.41 g/L,0.24 g/L,1.8 g/L,0.066 g/L,18.0 mg/L SO2,47.0 mg/L SO2,0.9956 g/cm³,pH 3.37,0.62 g/L,10.4% vol,Score: 5
1431,7.6 g/L,0.43 g/L,0.31 g/L,2.1 g/L,0.069 g/L,13.0 mg/L SO2,74.0 mg/L SO2,0.9958 g/cm³,pH 3.26,0.54 g/L,9.9% vol,Score: 6
1432,5.9 g/L,0.44 g/L,0.0 g/L,1.6 g/L,0.042 g/L,3.0 mg/L SO2,11.0 mg/L SO2,0.9944 g/cm³,pH 3.48,0.85 g/L,11.7% vol,Score: 6
1433,6.1 g/L,0.4 g/L,0.16 g/L,1.8 g/L,0.069 g/L,11.0 mg/L SO2,25.0 mg/L SO2,0.9955 g/cm³,pH 3.42,0.74 g/L,10.1% vol,Score: 7
1434,10.2 g/L,0.54 g/L,0.37 g/L,15.4 g/L,0.214 g/L,55.0 mg/L SO2,95.0 mg/L SO2,1.00369 g/cm³,pH 3.18,0.77 g/L,9.0% vol,Score: 6
1435,10.2 g/L,0.54 g/L,0.37 g/L,15.4 g/L,0.214 g/L,55.0 mg/L SO2,95.0 mg/L SO2,1.00369 g/cm³,pH 3.18,0.77 g/L,9.0% vol,Score: 6
1436,10.0 g/L,0.38 g/L,0.38 g/L,1.6 g/L,0.169 g/L,27.0 mg/L SO2,90.0 mg/L SO2,0.99914 g/cm³,pH 3.15,0.65 g/L,8.5% vol,Score: 5
1437,6.8 g/L,0.915 g/L,0.29 g/L,4.8 g/L,0.07 g/L,15.0 mg/L SO2,39.0 mg/L SO2,0.99577 g/cm³,pH 3.53,0.54 g/L,11.1% vol,Score: 5
1438,7.0 g/L,0.59 g/L,0.0 g/L,1.7 g/L,0.052 g/L,3.0 mg/L SO2,8.0 mg/L SO2,0.996 g/cm³,pH 3.41,0.47 g/L,10.3% vol,Score: 5
1439,7.3 g/L,0.67 g/L,0.02 g/L,2.2 g/L,0.072 g/L,31.0 mg/L SO2,92.0 mg/L SO2,0.99566 g/cm³,pH 3.32,0.68 g/L,11.0666666666667% vol,Score: 6
1440,7.2 g/L,0.37 g/L,0.32 g/L,2.0 g/L,0.062 g/L,15.0 mg/L SO2,28.0 mg/L SO2,0.9947 g/cm³,pH 3.23,0.73 g/L,11.3% vol,Score: 7
1441,7.4 g/L,0.785 g/L,0.19 g/L,5.2 g/L,0.094 g/L,19.0 mg/L SO2,98.0 mg/L SO2,0.99713 g/cm³,pH 3.16,0.52 g/L,9.56666666666667% vol,Score: 6
1442,6.9 g/L,0.63 g/L,0.02 g/L,1.9 g/L,0.078 g/L,18.0 mg/L SO2,30.0 mg/L SO2,0.99712 g/cm³,pH 3.4,0.75 g/L,9.8% vol,Score: 5
1443,6.9 g/L,0.58 g/L,0.2 g/L,1.75 g/L,0.058 g/L,8.0 mg/L SO2,22.0 mg/L SO2,0.99322 g/cm³,pH 3.38,0.49 g/L,11.7% vol,Score: 5
1444,7.3 g/L,0.67 g/L,0.02 g/L,2.2 g/L,0.072 g/L,31.0 mg/L SO2,92.0 mg/L SO2,0.99566 g/cm³,pH 3.32,0.68 g/L,11.1% vol,Score: 6
1445,7.4 g/L,0.785 g/L,0.19 g/L,5.2 g/L,0.094 g/L,19.0 mg/L SO2,98.0 mg/L SO2,0.99713 g/cm³,pH 3.16,0.52 g/L,9.6% vol,Score: 6
1446,6.9 g/L,0.63 g/L,0.02 g/L,1.9 g/L,0.078 g/L,18.0 mg/L SO2,30.0 mg/L SO2,0.99712 g/cm³,pH 3.4,0.75 g/L,9.8% vol,Score: 5
1447,6.8 g/L,0.67 g/L,0.0 g/L,1.9 g/L,0.08 g/L,22.0 mg/L SO2,39.0 mg/L SO2,0.99701 g/cm³,pH 3.4,0.74 g/L,9.7% vol,Score: 5
1448,6.9 g/L,0.58 g/L,0.01 g/L,1.9 g/L,0.08 g/L,40.0 mg/L SO2,54.0 mg/L SO2,0.99683 g/cm³,pH 3.4,0.73 g/L,9.7% vol,Score: 5
1449,7.2 g/L,0.38 g/L,0.31 g/L,2.0 g/L,0.056 g/L,15.0 mg/L SO2,29.0 mg/L SO2,0.99472 g/cm³,pH 3.23,0.76 g/L,11.3% vol,Score: 8
1450,7.2 g/L,0.37 g/L,0.32 g/L,2.0 g/L,0.062 g/L,15.0 mg/L SO2,28.0 mg/L SO2,0.9947 g/cm³,pH 3.23,0.73 g/L,11.3% vol,Score: 7
1451,7.8 g/L,0.32 g/L,0.44 g/L,2.7 g/L,0.104 g/L,8.0 mg/L SO2,17.0 mg/L SO2,0.99732 g/cm³,pH 3.33,0.78 g/L,11.0% vol,Score: 7
1452,6.6 g/L,0.58 g/L,0.02 g/L,2.0 g/L,0.062 g/L,37.0 mg/L SO2,53.0 mg/L SO2,0.99374 g/cm³,pH 3.35,0.76 g/L,11.6% vol,Score: 7
1453,7.6 g/L,0.49 g/L,0.33 g/L,1.9 g/L,0.074 g/L,27.0 mg/L SO2,85.0 mg/L SO2,0.99706 g/cm³,pH 3.41,0.58 g/L,9.0% vol,Score: 5
1454,11.7 g/L,0.45 g/L,0.63 g/L,2.2 g/L,0.073 g/L,7.0 mg/L SO2,23.0 mg/L SO2,0.99974 g/cm³,pH 3.21,0.69 g/L,10.9% vol,Score: 6
